Mã số,Mặt hàng,Đvt (2),SL (2),Đvt (1),SL (1),Date
0901200040000000,Long đền lỗ phi 12 x30mm,CAI,370,CAI,370,03/04/2025
0901200100000000,Long đền la inox phi 10x20,CAI,40,CAI,40,03/04/2025
0901200180000000,LONG ĐÈN 5LY,CAI,270,CAI,270,03/04/2025
0901200240000000,LONG ĐÈN 10 LY,CAI,50,CAI,50,03/04/2025
0901200270000000,LONG ĐÈN VUÔNG LA 40X12mm,CAI,120,CAI,120,03/04/2025
0901200310000000,LONG ĐỀN LA 30-10,CAI,40,CAI,40,03/04/2025
0901200400000000,Long đền Chặn bánh xe côn dài,CAI,27,CAI,27,03/04/2025
0901200630000000,Bu lông lục giác trụ M4X10,CAI,250,CAI,250,03/04/2025
0901200690000000,Lông đền phi 45x phi 23- dày 5mm.,CAI,48,CAI,48,03/04/2025
0901300800000000,BU LONG lục giác ngoài M12x350 + tán.,CAI,60,CAI,60,03/04/2025
0901301050000000,bu long bàn dao máy tiện M12x1.75mm,CAI,8,CAI,8,03/04/2025
0901301200000000,Bulong thép chịu lực M22x80mm-P2.5- ren L=60. (theo mẫu),CON,10,CON,10,03/04/2025
0901301300000000,BU LY 90 bản B 3 Rãnh dài 77 lõ phi 27 rãnh then 8x4 2 lỗ đắp m8,CAI,22,CAI,22,03/04/2025
0901301370000000,BU LY PHI NGOÀI 145 PHI TRONG 38 CHỐT 10 SÂU 4MM,CAI,14,CAI,14,03/04/2025
0901301390000000,BU LY TRUNG GIAN NOVA6 32T,CAI,14,CAI,14,03/04/2025
0901301430000000,BU LY TRUNG GIAN LSL,CAI,26,CAI,26,03/04/2025
0901301560000000,Buly trung gian (TIMING PULLEY-31 T - Ref : LS 2010 9102 ),CAI,42,CAI,42,03/04/2025
0901301580000000,Buly trung gian (TIMING BELT-37 T -Ref : LS 2010 9103 ),CAI,52,CAI,52,03/04/2025
0901301610000000,"Bu ly đường kính ngoài 96mm ,lỗ cốt 19mm( theo mẫu)",CAI,2,CAI,2,03/04/2025
0901301660000000,Bulong lục giác đầu tròn M6x10mm,CAI,30,CAI,30,03/04/2025
0901301760000000,Bulong lục giác côn chìm đầu bằng M5x15mm,CON,100,CON,100,03/04/2025
0901301770000000,Bulong lục giác trụ M12x50mm,CAI,20,CAI,20,03/04/2025
0901301790000000,Bulong lục giác đầu trụ M5x25mm,CON,300,CON,300,03/04/2025
0901400050000000,BÍT NHỰA 90,CAI,100,CAI,100,03/04/2025
0901400230000000,Tấm Amiang chịu nhiệt 1200x1200x2mm,TAM,1,TAM,1,03/04/2025
0901400270000000,Cây nhựa PU phi 13x1000mm,CAY,1,CAY,1,03/04/2025
0901500070000000,Bánh răng 39 răng cốt 50 chốt 14x36mm,CAI,14,CAI,14,03/04/2025
0901500080000000,"Bánh răng Z 20 răng mudul M2.5 LỖ PHIB 29,97 PHI NGOÀI 55MM DÀY 21",CAI,18,CAI,18,03/04/2025
0901500090000000,"Bánh răng Z69 RĂNG MODUL m2.5 lỗ phi 25 then 7 phi ngoài 177,5 dày 20",CAI,3,CAI,3,03/04/2025
0901500170000000,Bánh răng M=3- 25 răng-dày 32mm-lỗ 52mm,CAI,1,CAI,1,03/04/2025
0901500190000000,BÁNH RĂNG HỘP SỐ 53 RĂNG - GEAR 53 TEETH - Mã: AXL6 362106,CAI,2,CAI,2,03/04/2025
0901500240000000,Bánh răng lỗ phi 30-29 răng-DS lớn,CAI,5,CAI,5,03/04/2025
0901500250000000,Bánh răng lỗ phi 30-26 răng-DS lớn,CAI,7,CAI,7,03/04/2025
0901500280000000,Bánh răng phi 140x20mm - 44 răng cốt 25.,CAI,1,CAI,1,03/04/2025
0901500320000000,Bánh răng hộp số lô thu LSL - GEAR 88 TEETH - Mã: LSL6 362119,CAI,9,CAI,9,03/04/2025
0901500370000000,Bánh răng Xéo ống 88-20 răng,CAI,5,CAI,5,03/04/2025
0901500460000000,Bánh răng M=2.5. Z=16 lỗ cốt 17 x then 5x2.5mm. ( theo bản vẽ),CAI,3,CAI,3,03/04/2025
0901500490000000,Bánh răng xéo côn 20 răng (theo mẫu ),CAI,17,CAI,17,03/04/2025
0901500500000000,Bánh răng xéo côn 40 răng (theo mẫu),CAI,2,CAI,2,03/04/2025
0901500510000000,Bánh răng M=3. Z=20. Lỗ cốt 30( theo bản vẽ),CAI,4,CAI,4,03/04/2025
0901500570000000,Bánh răng lô in Z=112. M=2 -dày 42mm. lỗ cốt phi 30mm-then 8x4mm. ( theo bản vẽ),CAI,4,CAI,4,03/04/2025
0901500580000000,Bánh răng xéo nhựa M=4.5; Z=21 - lỗ cốt 32 x then 7x3mm. (theo bản vẽ),CAI,5,CAI,5,03/04/2025
0901600020000000,BEN HƠI 63x75,CAI,1,CAI,1,03/04/2025
0901600060000000,BEN HƠI 40X40-B,CAI,2,CAI,2,03/04/2025
0901900570000000,BÁNH XE LƯNG THOI 52mm NOVA6( mã: 11403580010).,CAI,316,CAI,316,03/04/2025
0902100760000000,Cảm biến YX - 1812 - 24NA ( theo mẫu ),CON,2,CON,2,03/04/2025
0902100770000000,Dây curoa RECMF- 8720,SOI,5,SOI,5,03/04/2025
0902100790000000,Dây curoa FM33,SOI,5,SOI,5,03/04/2025
0902100820000000,Dây curoa M30.,SOI,2,SOI,2,03/04/2025
0902100830000000,Dây curoa K19.,SOI,8,SOI,8,03/04/2025
0902100850000000,Dây curoa RECMF-6470.,SOI,2,SOI,2,03/04/2025
0902100870000000,Dây curoa B76.,SOI,2,SOI,2,03/04/2025
0902100880000000,Dây curoa H465 - bản 30mm,SOI,3,SOI,3,03/04/2025
0902200121000000,Bản nhiệt L 550 x 250 x 40mm x 240V x 850w( Làm theo mẫu),CAI,4,CAI,4,03/04/2025
0902200122000000,Bản nhiệt đúc nhôm 415V x 600w( đặt theo bản vẽ).,CAI,4,CAI,4,03/04/2025
0902200560000000,MÀN HÌNH MÁY DỆT LSL6 (CWM controllerLC-08) MÃ: 1147253090,CAI,6,CAI,6,03/04/2025
0902200660000000,Khởi động từ  LS.MC-32A-COIL-220VAC,CAI,9,CAI,9,03/04/2025
0902200950000000,"DÂY NHIỆT 1,5mm",KG,1,KG,1,03/04/2025
0902203860000000,Card - dual relay PCB (smps type) Suplly Vol Tage 24VAC/DC,CAI,6,CAI,6,03/04/2025
0902205102000000,Keo đèn côn trùng,CAI,100,CAI,100,03/04/2025
0902207300000000,Bạc đạn vòng bi 30209 j2/Q,CAI,20,CAI,20,03/04/2025
0902207320000000,SENSO FESTO SME-8-K-LED-24-150855.Proximyti switch sme8kled24,SOI,4,SOI,4,03/04/2025
0902207330000000,Card power supply ps20 ( 24 heads)  HSN: 84482000 mã: 11147250193,CAI,12,CAI,12,03/04/2025
0902207340000000,Van điện từ khí nén Model: 4V210 - 08 ( Col: DC 24V - 3W - 125mA ),CAI,3,CAI,3,03/04/2025
0902207400000000,Công tắc RS-16-5,CAI,10,CAI,10,03/04/2025
0902207440000000,Dây Cáp mềm lion-VCM-70mm2,CAI,178,CAI,178,03/04/2025
0902207500000000,Điện trở nhiệt phi 230x90x220Vx1800W ( theo mẫu ),CAI,6,CAI,6,03/04/2025
0902207540000000,Điện trở nhiệt phi 120x65mm. 400v-900w ( GC theo bản vẽ),CAI,11,CAI,11,03/04/2025
0902207550000000,Điện trở nhiệt phi 225x80mm. 230v-1800w,CAI,2,CAI,2,03/04/2025
0902207560000000,Điện trở nhiệt phi 200x30mm. 230v-700w,CAI,4,CAI,4,03/04/2025
0902207570000000,Điện trở nhiệt phi 230x30mm. 230v-800w,CAI,2,CAI,2,03/04/2025
0902207580000000,Điện trở nhiệt phi 278x150mm. 230v-1700W,CAI,3,CAI,3,03/04/2025
0902207590000000,Điện trở nhiệt phi 320x45mm. 380v-1400w,CAI,2,CAI,2,03/04/2025
0902207600000000,Điện trở nhiệt phi 320x75mm. 380v-1400w,CAI,6,CAI,6,03/04/2025
0902207610000000,Núm vặn biến trở 3590S-2-101 hiện số vòng xoay. ( Cái),CAI,3,CAI,3,03/04/2025
0902207650000000,Điện trở nhiệt phi 60x60mm. 230v-500w,CAI,4,CAI,4,03/04/2025
0902207660000000,Điện trở nhiệt phi 100x140mm. 230v-1300w,CAI,4,CAI,4,03/04/2025
0902207670000000,Điện trở nhiệt phi 230x90mm. 230v-1800w,CAI,1,CAI,1,03/04/2025
0902207760000000,TRansistor B772-PM-95,CAI,10,CAI,10,03/04/2025
0902207770000000,Tụ CBB 104J-100V (0.1UF/100V),CAI,10,CAI,10,03/04/2025
0902207800000000,Bộ điện trở nhiệt lá 540x40mm - 240V-1125W ( theo bản vẽ),BO,10,BO,10,03/04/2025
0902207810000000,Ổ cắm chịu nhiệt,CAI,2,CAI,2,03/04/2025
0902207830000000,Phích cắm sứ 35A chữ I,CAI,3,CAI,3,03/04/2025
0902207850000000,Màn hình máy dệt CS. Model: TP04G-AS2 Power Input-24VDC-3.5W,CAI,1,CAI,1,03/04/2025
0902207900000000,Công tắc có chụp mũ chắn bụi swich rocker DPST 250VAC 16A ( 15322031101),CAI,99,CAI,99,03/04/2025
0902207910000000,Công tắc hành trình AZ-7141,CAI,4,CAI,4,03/04/2025
0902207930000000,Công tắc hành trình HY-L807,CAI,18,CAI,18,03/04/2025
0902207990000000,Molule DM9324- mã số 14270080420,CAI,1,CAI,1,03/04/2025
0902208070000000,Bóng đèn LED TOWER LINGT LTA-205-24VDC ( MÀU XANH),CAI,5,CAI,5,03/04/2025
0902208100000000,Màn hình điều khiển lô nước operator interface unit mã số: item code 14900000006,CAI,1,CAI,1,03/04/2025
0902208110000000,Rơ Le bán dẫn UNISON-SSR-905 3PH ZUA 489002. Input: 12-270VAC/DC/5-10mA,CAI,2,CAI,2,03/04/2025
0902208120000000,unison Rơ le bán dẫn UNI 901 DHT 24 90 420 CU2. Input: 4-20mA/100E.- o/p AC VOLTAGE( 230VAC B&B SCR).,CAI,1,CAI,1,03/04/2025
0902208130000000,Rơ le bán dẫn UNISON 901 ZDA 60 50 01 AL5. Input 4-32VDC (4-16mA). o/p AC VOLTAGE(24-600VAC),CAI,25,CAI,25,03/04/2025
0902208140000000,Chổi than T.NR.2311480,CAI,2,CAI,2,03/04/2025
0902208160000000,Đèn led báo tháp 3 tầng 24Vdc model: CTP50-3T-D,BO,21,BO,21,03/04/2025
0902208180000000,Khởi động từ SIEMENS 3TF52. LE AC-1-210A COIL-220VAC,CAI,1,CAI,1,03/04/2025
0902208210000000,Dây cáp kết nối cable prizm & s500 y EC-YP-145-00. mã số itm code: 149000000014,CAI,5,CAI,5,03/04/2025
0902208230000000,Bộ điều khiển CWM CONTROLLER VO3R12 - LC16 ( mã: 11147251681 ),CAI,1,CAI,1,03/04/2025
0902208280000000,Encoder hollow shaft 1024ppr 19mm  Jencoder J775S mã: 14451019001.,CAI,2,CAI,2,03/04/2025
0902208290000000,Đồng hồ MT4W-DA-41,CAI,1,CAI,1,03/04/2025
0902208440000000,MCB-3P-45A-10KA- Schneider,CAI,2,CAI,2,03/04/2025
0902208490000000,Biến tần Acoposinverter X64 B&R 0.55Kw-3/4Hp-380V/500V ( Model: 8I64T400055.000-1).,CAI,1,CAI,1,03/04/2025
09022085100000000,MCCB-3P-LS-125A-37KA,CAI,2,CAI,2,03/04/2025
0902208520000000,Bạc đạn SKF 6909 - 2Z/C3.,CAI,15,CAI,15,03/04/2025
09022085300000000,MCCB-3P-LS-30A-37KA,CAI,5,CAI,5,03/04/2025
09022085400000000,MCB-3P-LS-20A-37KA,CAI,5,CAI,5,03/04/2025
09022085500000000,Bạc đạn SKF 3207,CAI,5,CAI,5,03/04/2025
09022085600000000,Bạc đạn SKF 32207,CAI,5,CAI,5,03/04/2025
09022085700000000,Bạc đạn SKF NA-4904 . 2RZ,CAI,5,CAI,5,03/04/2025
09022085800000000,Bạc đạn UC208,CAI,6,CAI,6,03/04/2025
0902208620000000,Module analong - Model: J1n2DA,CAI,1,CAI,1,03/04/2025
0902208630000000,Biến trở Tocos 10K RV24YN20S B103,CAI,4,CAI,4,03/04/2025
0902208650000000,MCB-3P-20A-37KA-LS,CAI,7,CAI,7,03/04/2025
0902208660000000,MCB-2P-20A-37KA-LS,CAI,2,CAI,2,03/04/2025
0902208710000000,Cáp tín hiệu ( Cable reset - centrlboff sw ) Mã : 11147251640.,CAI,6,CAI,6,03/04/2025
0902208720000000,Cáp tín hiệu ( Cable hooter- Flashing lighteg ) Mã : 11942005000.,CAI,3,CAI,3,03/04/2025
0902208730000000,Cáp tín hiệu ( comm cable gateway prizm ) Mã : 11147253400.,CAI,4,CAI,4,03/04/2025
0902208740000000,Cáp tín hiệu ( Power supply cable gateway card ) Mã : 11147251660.,CAI,3,CAI,3,03/04/2025
0902208750000000,Cáp tín hiệu ( Encoder Feedback cable gateway card ) Mã : 11147251670.,CAI,4,CAI,4,03/04/2025
0902208760000000,Cáp tín hiệu ( Can cabel GW to canter Card ) Mã : 11942589000.,CAI,5,CAI,5,03/04/2025
0902208770000000,Đầu cảm biến khói quang điện DG311,CAI,6,CAI,6,03/04/2025
0902208850000000,Dây tín hiệu chống nhiễu Imatek 4C x 0.25mm2,M,50,M,50,03/04/2025
0902208890000000,MCB - 2P-6A - 10KA Schneider,CAI,10,CAI,10,03/04/2025
0902208930000000,Bạc đạn SKF 51204.,CAI,6,CAI,6,03/04/2025
0902208940000000,Rotary. encoder 8.KIH40.043B.0100.0030.F006,CAI,2,CAI,2,03/04/2025
0902209030000000,Phích cắm cái Điện Quang ĐQ EPF 2PN,CAI,8,CAI,8,03/04/2025
0902209110000000,Điện trở nhiệt đúc nhôm 45x22x230mm: 240V-650W. ( đặt hàng theo bản vẽ),CAI,4,CAI,4,03/04/2025
0902209160000000,Điện trở nhiệt đúc nhôm 50x22x230mm: 240V-650W. (theo bản vẽ),CAI,8,CAI,8,03/04/2025
0902209180000000,Còi hú báo động 24VDC-15w TS-222-110dB,CAI,3,CAI,3,03/04/2025
0902209240000000,Biến trở Tocos 5K RV24YN20S B502,CAI,4,CAI,4,03/04/2025
0902209290000000,Cảm biến tiệm cận PL-05N NPN.,CAI,2,CAI,2,03/04/2025
0902209310000000,Công tắc xoay 3 vị trí phi 22.- Schneider. XA2ED33 - tự giữ,CAI,8,CAI,8,03/04/2025
0902209318000000,Công tắc hành trình V-15-1A5.,CAI,4,CAI,4,03/04/2025
0902209332000000,Bạc đạn UCF205.,CAI,4,CAI,4,03/04/2025
0902209340000000,SSR - 80DD input 3-32VDC - uoput 5-60VDC,CAI,3,CAI,3,03/04/2025
0902209343000000,Đuôi đèn công nghiệp E27.,CAI,140,CAI,140,03/04/2025
0902209349000000,Công tắc gạt sắt 2 chân 2 vị trí On-OF C511B Cntd.,CAI,71,CAI,71,03/04/2025
0902209350000000,Dây điện mềm hình bầu dục dẹp 2 lõi VCmo-2x0.75 ruột đồng Lion.,M,200,M,200,03/04/2025
0902209352000000,Điện trở nhiệt đúc nhôm 40x20x200mm - 240V-800W ( GC theo bản vẽ),CAI,4,CAI,4,03/04/2025
0902209353000000,Tụ điện nhôm CBB65-35uf - 450VAC.,CAI,1,CAI,1,03/04/2025
0902209354000000,Tụ điện DC 330uf - 20% - 400VDC,CAI,10,CAI,10,03/04/2025
0902209355000000,Tụ điện DC 47uf - 20% - 400VDC,CAI,16,CAI,16,03/04/2025
0902209356000000,Bạc đạn SKF 6004 2Z/C3.,CAI,10,CAI,10,03/04/2025
0902209360000000,Loadcell CZL 602 - 50,CAI,4,CAI,4,03/04/2025
0902209370000000,Card loadcell - amplufier ZLFD-B.PCB,CAI,1,CAI,1,03/04/2025
0902209390000000,Con dẫn hướng 30x40,CON,2,CON,2,03/04/2025
0902209480000000,Dây cáp Cable assy for intel 2 motor loadcell,SOI,8,SOI,8,03/04/2025
0902209490000000,Màn hình điều khiển dàn thu sợi Version Prizm 1.0 - Version Software 2.0,CAI,2,CAI,2,03/04/2025
0902209510000000,Dây cáp thép mạ kẽm phi 8,M,2,M,2,03/04/2025
0902209600000000,Biến tần 8I64T400400.000-1,CAI,1,CAI,1,03/04/2025
0902500250000000,Đế thoi  RX8.0 (Beam ) MÃ: Z2A-05068A.,CAI,19,CAI,19,03/04/2025
0902500270000000,Đế vuông CA xilanh khí nén SC63,CAI,4,CAI,4,03/04/2025
0902500290000000,Timer. 9050JCK1F5V20,CAI,4,CAI,4,03/04/2025
0902500300000000,Chân đế Relay SJ1S-07L,CAI,11,CAI,11,03/04/2025
0902700640000000,Dual rely PCB (SMPS TYPE) supply voltage : 24 vac/dc for 12vdc,CAI,5,CAI,5,03/04/2025
0902700660000000,Đồng hồ đo đa chức năng Selec MFM384-C (96x96mm),CAI,1,CAI,1,03/04/2025
0902700670000000,Đồng hồ đo áp suất khí nén chân sau. mô tả: (Dải áp suất đo 10 bar- Kích thước mặt 55mm -Thang đo: kg/m2 bar- Có bát kẹp giữ đồng hồ- ren kết nối 1/4-8-13.72).,CAI,2,CAI,2,03/04/2025
0902700690000000,Bộ điều khiển nhiệt độ Hanyong AX7-1A,CAI,2,CAI,2,03/04/2025
0902700710000000,"Nhiệt ẩm kế TT559 Tanita, thiết bị đo đồng thời nhiệt độ, độ ẩm",CAI,4,CAI,4,03/04/2025
0902700720000000,Đồng hồ đo áp suất nén khí phi 42mm - Ren Ngoài M10 ( theo mấu),CAI,6,CAI,6,03/04/2025
0902700730000000,Đồng hồ đo nhiệt độ  Model: DTB9696RRV.,CAI,2,CAI,2,03/04/2025
0902800080000000,Cổ dê 2 dây phi 27-8,CAI,10,CAI,10,03/04/2025
0902900250000000,Vòng sin 53x63x4,CAI,6,CAI,6,03/04/2025
0902900260000000,Vòng sin 63x65x1.5,CAI,6,CAI,6,03/04/2025
0902900280000000,Vòng sin 110x3 mm,CAI,25,CAI,25,03/04/2025
0902900300000000,Vòng sin xiết chủng. ( O RING) Ref : LS 2032 5119,CAI,100,CAI,100,03/04/2025
0902900320000000,Vòng sin phi trong 90 x 4mm,CAI,2,CAI,2,03/04/2025
0903100400000000,Con trượt tròn SCS20UU,CAI,2,CAI,2,03/04/2025
0903100420000000,Đế thoi nhôm. - shuttle body (S) - G . Mã: 11405367000.,CAI,10,CAI,10,03/04/2025
0903100430000000,CON TRƯỢT TRÒN LM 30UU,CAI,10,CAI,10,03/04/2025
090340071000000,Tắc kê sắt M8x60mm,CON,60,CON,60,03/04/2025
090340072000000,Tắc kê sắt phi 16 x 150mm,CON,26,CON,26,03/04/2025
090370290000000,taro ren ngoài 13mm ren 1ly,CAI,3,CAI,3,03/04/2025
090370300000000,taro ren ngoài 17mm ren 1ly,CAI,5,CAI,5,03/04/2025
0903900890000000,Van ty cổng inox phi 42,CAI,3,CAI,3,03/04/2025
090390101090000,Van ty cổng inox  34,CAI,1,CAI,1,03/04/2025
0903901020000000,"Van nạp hơi trục cao su đầu nhọn, ren ngoài 13mm",CAI,10,CAI,10,03/04/2025
0903901030000000,val solenoid - BDV08024CYPG1/2-DN 13.0mm,CAI,14,CAI,14,03/04/2025
0903901040000000,Van điện từ  2B-C2/C4-AC220V -50/60Hz ( theo mẫu),CAI,3,CAI,3,03/04/2025
0903901050000000,Van Solenoid xe nâng KOMATSU - model: KA1-D12-47,CAI,1,CAI,1,03/04/2025
0903901070000000,Cuộn coil van điện từ IP65 ARITAE - AC220V-4.5VA - 50/60hz.,CAI,10,CAI,10,03/04/2025
0903901080000000,Van điện từ 2 ngã ren trong 27 - cuộn coil 220V,CAI,3,CAI,3,03/04/2025
0903901120000000,Van an toàn xả khí nén ren ngoài 17mm,CAI,5,CAI,5,03/04/2025
0903901130000000,Van chỉnh áp khí nén 13/10,CAI,14,CAI,14,03/04/2025
0903901140000000,Van chỉnh áp khí nén 17/6,CAI,10,CAI,10,03/04/2025
0903901160000000,Van Inox 304 phi 27 tay gạt,CAI,2,CAI,2,03/04/2025
0904200140000000,Trục đỡ càng bung máy dệt NOVA. ( gia công theo bản vẽ),CAI,6,CAI,6,03/04/2025
0904200200000000,Trục cam ( Cam Shaft ) mã : LSL 20801106,CAI,1,CAI,1,03/04/2025
0904500240000000,Sơn Màu Xanh,KG,1,KG,1,03/04/2025
0904500300000000,Sơn dầu bạch tuyết màu đỏ cam 3kg/thùng.,THUNG,1,THUNG,1,03/04/2025
0904600300000000,Tán thau M13. - Dài 15mm,CAI,50,CAI,50,03/04/2025
0904600320000000,Tán thép đen M8.,CAI,1880,CAI,1880,03/04/2025
0904600330000000,Tán M18 - P1.5mm,CON,20,CON,20,03/04/2025
0904800550000000,Cốt áo chỉnh buly ( IDLER SHAFT - Ref : LS 20106103 ),CAI,44,CAI,44,03/04/2025
0904800570000000,Cốt răng xéo hộp số phi 16x75- 10 răng( theo mẫu),CAI,4,CAI,4,03/04/2025
0904800580000000,cốt roto- motor răng xéo (theo mẫu),CAI,1,CAI,1,03/04/2025
0904800600000000,Cốt bánh răng xéo Z= 10. phi 14x43mm (theo mẫu),CAI,10,CAI,10,03/04/2025
0904800610000000,Cốt bánh xe lưng thoi RX8.0 ( Half Axle ) Mã: Z4A-06393.,CAI,68,CAI,68,03/04/2025
0904800670000000,Bánh răng M=3.Z=20 - Lỗ cốt 18( theo bản vẽ).,CAI,4,CAI,4,03/04/2025
0904800680000000,Bánh răng côn- 16 răng- lỗ cốt 42mm x then 10x5mm ( theo mẫu),CAI,1,CAI,1,03/04/2025
0904800690000000,Cốt kẹp đai phi 6x30mm ( theo mẫu),CAI,1050,CAI,1050,03/04/2025
0904800700000000,Cốt ống lăn đai phi 12x110mm ( theo mẫu ),CAI,30,CAI,30,03/04/2025
0904800770000000,Cốt hộp số phi 44x145mm (theo bản vẽ),CAI,5,CAI,5,03/04/2025
0904800780000000,Bánh răng M=2. Z=27. (gia công theo bản vẽ),CAI,1,CAI,1,03/04/2025
0904800790000000,Bánh răng M=2. Z=93. (gia công theo bản vẽ),CAI,1,CAI,1,03/04/2025
0904800820000000,Bánh răng hộp số lô đỉnh máy dệt AXL phi 39 - 25 răng - cốt 14 - then 5x2.5mm. (gia công theo bản vẽ),CAI,10,CAI,10,03/04/2025
0904800930000000,Bánh răng phi 106x22mm - 64 răng - lỗ cốt phi 25 x then 8x4mm.  ( theo mẫu ),CAI,10,CAI,10,03/04/2025
0904800940000000,Cốt ( trục vít ) hộp số NOVA6 phi 58x155mm ( theo mẫu ),CAI,9,CAI,9,03/04/2025
0904800950000000,Bánh răng ( khớp nối ) phi 420x21mm - lỗ cốt phi 14 x then 5x25mm.  ( theo mẫu ),CAI,9,CAI,9,03/04/2025
0904800960000000,Bánh răng nhựa phi 92x12.5mm - M=2; Z=44.  ( theo mẫu ),CAI,17,CAI,17,03/04/2025
0904900160000000,Cánh quạt nhôm đường kính trục phi 40mm. đường kính cánh quạt phi 230mm,CAI,2,CAI,2,03/04/2025
0904900170000000,Cánh quạt nhôm đường kính sải cánh 250mm lỗ cốt phi 38mm,CAI,2,CAI,2,03/04/2025
0905200160000000,Đai trên LSL620. ( Upper Heddle Belt) Mã: 11130536700,CAI,60,CAI,60,03/04/2025
0905200170000000,Đai dưới LSL620  (Lower Heddle Belt - 36 warp - c) Mã: 11158250910,CAI,75,CAI,75,03/04/2025
0905200180000000,Đai trên NOVA82. ( Upper Heddle Belt - 40 warp -c) Mã: 11158450600,CAI,218,CAI,218,03/04/2025
0905200190000000,Đai dưới NOVA82  (Lower Heddle Belt - 40 warp - c) Mã: 11158450700,CAI,85,CAI,85,03/04/2025
0905200200000000,Đai trên 21 lỗ Upper Heddle Belt (240x98x21) NOVA10 (11158550500),CAI,110,CAI,110,03/04/2025
0905200210000000,Đai dưới 21 lỗ Lower Heddle Belt (480x98x21) NOVA10 (11158550600),CAI,45,CAI,45,03/04/2025
0905400690000000,đầu cốt 3-10,CAI,200,CAI,200,03/04/2025
0905400700000000,đầu cốt 3-6,CAI,200,CAI,200,03/04/2025
0905400790000000,Đầu cos nối không bọc vỏ 3x15mm,BICH,2,BICH,2,03/04/2025
0905400800000000,Đầu cos nối không bọc vỏ 4x15mm,BICH,1,BICH,1,03/04/2025
0905400860000000,Đầu cốt chẻ miệng bọc vỏ 3-3 màu đỏ.,BICH,1,BICH,1,03/04/2025
0905400960000000,Đầu cốt Nichifu R6.4,CON,700,CON,700,03/04/2025
0905401000000000,Đầu cốt khoen tròn bọc nhữa 2-3,CON,300,CON,300,03/04/2025
0905600340000000,Đá mài hợp kim GC80LS V1A200X20X32mm,CAI,9,CAI,9,03/04/2025
0905600350000000,Sesor Banner - S18-2VNDl-2M,CAI,1,CAI,1,03/04/2025
0905701230000000,Phớt ben thủy lực. 30x40 x 6 mm.,CAI,4,CAI,4,03/04/2025
0905701280000000,phớt ben LBH 20X28X6( Theo mẫu),CAI,27,CAI,27,03/04/2025
0905701290000000,PHỚT BEN LBH 30x40x7mm,CAI,7,CAI,7,03/04/2025
0905701300000000,Phớt 30x46x7,CAI,20,CAI,20,03/04/2025
0905701310000000,Phớt piston ben hơi 58x63x10,CAI,5,CAI,5,03/04/2025
0905701340000000,Phớt vỏ sắt 95x125x15,CAI,7,CAI,7,03/04/2025
0905701350000000,Phớt 16x32x10mm,CAI,19,CAI,19,03/04/2025
090570141000000,Phớt vỏ sắt 80x105x12mm,CAI,4,CAI,4,03/04/2025
090570142000000,Phớt nhớt máy may D04003.,CAI,5,CAI,5,03/04/2025
090570143000000,Phớt chắn dầu 145x175x15mm,CAI,5,CAI,5,03/04/2025
090570144000000,Phớt chắn dầu 250x280x15mm,CAI,2,CAI,2,03/04/2025
090570145000000,Phớt chắn dầu 100x125x12mm.,CAI,6,CAI,6,03/04/2025
090570146000000,Phớt chắn 20x47x5mm,CAI,30,CAI,30,03/04/2025
090570148000000,pHỚT 25X65,CAI,10,CAI,10,03/04/2025
090570151000000,Phớt ben dầu OSI 63x53x6mm,CAI,2,CAI,2,03/04/2025
090570153000000,Ben hơi CS63x50,CAI,2,CAI,2,03/04/2025
090570154000000,Phớt ben dầu USH 40x50x9mm,CAI,3,CAI,3,03/04/2025
090570155000000,Vòng đệm dẫn hướng ben dầu 40x45x9mm,CAI,1,CAI,1,03/04/2025
090570156000000,Vòng đệm dẫn hướng ben dầu 95x100x9mm,CAI,1,CAI,1,03/04/2025
090570157000000,Phớt ben hơi 25x35x11,CAI,1,CAI,1,03/04/2025
090570160000000,Phớt gạt nước 25x40x8mm,CAI,2,CAI,2,03/04/2025
0905701640000000,Ben hơi  SC 40x125mm + đế CA.,CAI,2,CAI,2,03/04/2025
090570170000000,Ben thủy lực Phi 40x10. (Hydraulic thin Cylinder) Mã: CS2002-H-06.,CAI,2,CAI,2,03/04/2025
090570171000000,Phớt USH 30x40x6mm,CAI,40,CAI,40,03/04/2025
090570172000000,Phớt USH 20x28x5mm,CAI,20,CAI,20,03/04/2025
090570173000000,Phớt 80x105mm,CAI,5,CAI,5,03/04/2025
090570180000000,Ben hơi MCQA-11- 4 - 20 + CA +Y ( Ari Cylinder) Mã: CS2002 - A - 03.,CAI,2,CAI,2,03/04/2025
090570181000000,Phớt ben NOK-IDI 25x38x8mm,CAI,10,CAI,10,03/04/2025
090570182000000,Phớt ben NOK-IDI 25x35x6mm,CAI,10,CAI,10,03/04/2025
09058001000000000,Bộ khoét lỗ hợp kim 55 ly,BO,1,BO,1,03/04/2025
09058001010000000,Mũi khoét hợp kim phi 30,CAI,1,CAI,1,03/04/2025
09058001040000000,Mũi khoan đá 10ly,CAI,2,CAI,2,03/04/2025
09058001050000000,Mũi khoan đá 30 ly,CAI,1,CAI,1,03/04/2025
09058001060000000,T21 BM,CAI,6,CAI,6,03/04/2025
0905800970000000,Mũi taro M10 x P1.0,CAI,5,CAI,5,03/04/2025
0905801010000000,Mũi khoan phi 16.5mm,CAI,2,CAI,2,03/04/2025
