Mã,Ngày,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Đvt,Kho,Số lượng,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.7,0,0,1527,15414,CTY00001,,,,LSX06/24-007,VAICUON,,TPH595920G112MEK.XILO,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.2,0,0,1527,15414,CTY00001,,,,LSX06/24-013,VAICUON,,0119101001001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.6,0,0,1527,15414,CTY00001,,,,LSX06/24-013,VAICUON,,0119101001001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.4,0,0,1527,15414,CTY00001,,,,LSX06/24-024,VAICUON,,0119128001000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.6,0,0,1527,15414,CTY00001,,,,LSX06/24-024,VAICUON,,0119128001000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.6,0,0,1527,15414,CTY00001,,,,LSX06/24-090,VAICUON,,0102125032000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.2,0,0,1527,15414,CTY00001,,,,LSX06/24-090,VAICUON,,0102125032000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-024,VAICUON,,0119128001000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.8,0,0,1527,15414,CTY00001,,,,LSX06/24-095,VAICUON,,0102109034000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.3,0,0,1527,15414,CTY00001,,,,LSX06/24-095,VAICUON,,0102109034000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.3,0,0,1527,15414,CTY00001,,,,LSX06/24-072,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX06/24-072,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-090,VAICUON,,0102125032000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.7,0,0,1527,15414,CTY00001,,,,LSX06/24-090,VAICUON,,0102125032000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.3,0,0,1527,15414,CTY00001,,,,LSX12/23-054,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.2,0,0,1527,15414,CTY00001,,,,LSX12/23-054,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.3,0,0,1527,15414,CTY00001,,,,LSX06/24-072,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.1,0,0,1527,15414,CTY00001,,,,LSX06/24-072,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.4,0,0,1527,15414,CTY00001,,,,LSX06/24-038,VAICUON,,0102125027000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.6,0,0,1527,15414,CTY00001,,,,LSX06/24-038,VAICUON,,0102125027000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.6,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.7,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.2,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.5,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.6,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.1,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,15,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.3,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.1,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.1,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.3,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.6,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.2,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.7,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.8,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.5,0,0,1527,15414,CTY00001,,,,LSX06/24-086,VAICUON,,0119124003001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3.9,0,0,1527,15414,CTY00001,,,,LSX06/24-086,VAICUON,,0119124003001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.6,0,0,1527,15414,CTY00001,,,,LSX06/24-086,VAICUON,,0119124003001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.2,0,0,1527,15414,CTY00001,,,,LSX06/24-086,VAICUON,,0119124003001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX03/24-063,VAICUON,,0102125017000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX03/24-063,VAICUON,,0102125017000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-030,VAICUON,,0102125009000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX06/24-030,VAICUON,,0102125009000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,8,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX01/24-022,VAICUON,,IN050XXXTTINT.XXXXXXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX01/24-022,VAICUON,,IN050XXXTTINT.XXXXXXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX05/24-007,VAICUON,,THACUBAN180080077378TRDU,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX05/24-007,VAICUON,,THACUBAN180080077378TRDU,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX05/24-007,VAICUON,,THACUBAN180080077378TRDU,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX03/24-063,VAICUON,,0102125017000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX03/24-063,VAICUON,,0102125017000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-030,VAICUON,,0102125009000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-030,VAICUON,,0102125009000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX01/24-022,VAICUON,,IN050XXXTTINT.XXXXXXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX01/24-022,VAICUON,,IN050XXXTTINT.XXXXXXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX05/24-072,VAICUON,,0119132020002100,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-078,VAICUON,,THACUKID117100100094TRDU,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX06/24-078,VAICUON,,THACUKID117100100094TRDU,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,15,0,0,1527,15414,CTY00001,,,,LSX06/24-085,VAICUON,,0119110002001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-001,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX06/24-001,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-103,VAICUON,,0102107006000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX06/24-103,VAICUON,,0102107006000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-103,VAICUON,,0102107006000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX06/24-103,VAICUON,,0102107006000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX05/24-031,VAICUON,,0102109025000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX05/24-031,VAICUON,,0102109025000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-097,VAICUON,,TPH455066G057TDU.DW.XXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX06/24-097,VAICUON,,TPH455066G057TDU.DW.XXX,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.5,0,0,1527,15414,CTY00001,,,,LSX06/24-075,VAICUON,,TPH100135G160CASDDW,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX06/24-075,VAICUON,,TPH100135G160CASDDW,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.5,0,0,1527,15414,CTY00001,,,,LSX06/24-078,VAICUON,,THACUKID117100100094TRDU,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX06/24-078,VAICUON,,THACUKID117100100094TRDU,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-078,VAICUON,,THACUKID117100100094TRDU,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-085,VAICUON,,0119110002001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-085,VAICUON,,0119110002001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX06/24-085,VAICUON,,0119110002001000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.5,0,0,1527,15414,CTY00001,,,,LSX06/24-052,VAICUON,,0102107008000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-052,VAICUON,,0102107008000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.5,0,0,1527,15414,CTY00001,,,,LSX06/24-103,VAICUON,,0102107006000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-103,VAICUON,,0102107006000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
TP,7/1/2024,TP07/24-002,Nhập báo cáo dệt ngày 01/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-048,VAICUON,,0102129003000000,,2109B
